Year,State,District,Name,Photo,Photo_Downloadable,Party,Votes,Incumbent,ID,Gender,Year_of_Birth,Edu,score,score_CNN,Poverty (%),Median_Household_Income,Pop_Total,Pop_M,Pop_F,Sex Ratio,total_votes,vote_share,ln_vote_share,Age
2018,CA,41,Aja Smith,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,58021.0,0,CA_41_2,F,1978.0,Bachelor,73.0,74.0,14.5,70144,775626,381077,394549,0.9658546847159668,166248.0,0.3490026947692604,-1.0526756354076277,40.0
2018,CA,42,Ken Calvert,https://upload.wikimedia.org/wikipedia/commons/e/e1/Ken_Calvert%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg,T,Republican,131040.0,1,CA_42_1,M,1953.0,Bachelor,74.0,76.0,9.0,92503,826801,416463,410338,1.014926718948769,231932.0,0.5649931876584516,-0.5709416051500638,65.0
2018,CA,42,Julia Peacock,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,100892.0,0,CA_42_2,F,1969.0,Bachelor,74.0,79.0,9.0,92503,826801,416463,410338,1.014926718948769,231932.0,0.43500681234154837,-0.8323935874607946,49.0
2018,CA,43,Maxine Waters,https://upload.wikimedia.org/wikipedia/commons/b/b8/Maxine_Waters%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg,T,Democratic,152272.0,1,CA_43_1,F,1938.0,Bachelor,75.0,76.0,14.3,69075,753696,365298,388398,0.940524925463056,196052.0,0.7766918980678595,-0.2527115348355328,80.0
2018,CA,43,Omar Navarro,https://upload.wikimedia.org/wikipedia/commons/1/15/Omar.navarro_%28cropped%29.jpg,T,Republican,43780.0,0,CA_43_2,M,1989.0,Bachelor,70.0,70.0,14.3,69075,753696,365298,388398,0.940524925463056,196052.0,0.22330810193214046,-1.4992028380708036,29.0
2018,CA,44,Nanette Barragán,https://upload.wikimedia.org/wikipedia/commons/5/53/Nanette_Barragan_official_portrait_%28cropped_2%29.jpg,T,Democratic,97944.0,1,CA_44_1,F,1976.0,Doctor,69.0,69.0,19.0,59003,725177,354717,370460,0.957504183987475,143322.0,0.6833842675932515,-0.38069796035426345,42.0
2018,CA,44,Aja Brown,https://upload.wikimedia.org/wikipedia/commons/7/78/Aja_Brown_%28cropped%29.jpg,T,Democratic,45378.0,0,CA_44_2,F,1982.0,Master,68.0,71.0,19.0,59003,725177,354717,370460,0.957504183987475,143322.0,0.31661573240674845,-1.1500664410239303,36.0
2018,CA,45,Katie Porter,https://upload.wikimedia.org/wikipedia/commons/4/45/Katie_Porter%2C_official_portrait%2C_116th_Congress_%283x4%29.jpg,T,Democratic,158906.0,0,CA_45_1,F,1974.0,Doctor,75.0,77.0,8.3,111276,797608,390442,407166,0.9589258435134564,305289.0,0.5205100740609717,-0.6529460365304116,44.0
2018,CA,45,Mimi Walters,https://upload.wikimedia.org/wikipedia/commons/1/13/Mimi_Walters_full_official_photo_%28cropped%29.jpg,T,Republican,146383.0,1,CA_45_2,F,1962.0,Bachelor,74.0,78.0,8.3,111276,797608,390442,407166,0.9589258435134564,305289.0,0.4794899259390283,-0.7350323943912797,56.0
2018,CA,46,Lou Correa,https://upload.wikimedia.org/wikipedia/commons/c/c0/Lou_Correa_official_portrait.jpg,T,Democratic,102278.0,1,CA_46_1,M,1958.0,Doctor,66.0,73.0,15.5,75036,735139,369917,365222,1.0128551949225402,147916.0,0.6914600178479677,-0.3689499490023421,60.0
2018,CA,46,Russell Rene Lambert,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,45638.0,0,CA_46_2,M,,Bachelor,57.0,58.0,15.5,75036,735139,369917,365222,1.0128551949225402,147916.0,0.3085399821520322,-1.1759038422448733,
2018,CA,47,Alan Lowenthal,https://upload.wikimedia.org/wikipedia/commons/9/94/Alan_Lowenthal_113th_Congress_Portrait_%28cropped%29.jpeg,T,Democratic,143354.0,1,CA_47_1,M,1941.0,Doctor,66.0,64.0,13.0,73277,710853,350075,360778,0.9703335569242026,221036.0,0.6485549865180332,-0.4330084885070526,77.0
2018,CA,47,John Briscoe,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,77682.0,0,CA_47_2,M,,Master,58.0,62.0,13.0,73277,710853,350075,360778,0.9703335569242026,221036.0,0.3514450134819667,-1.0457020138746884,
2018,CA,48,Harley Rouda,https://upload.wikimedia.org/wikipedia/commons/f/f4/Harley_Rouda%2C_official_portrait%2C_116th_Congress_%283x4%29.jpg,T,Democratic,157837.0,0,CA_48_1,M,1961.0,Doctor,75.0,71.0,8.9,97682,719486,357234,362252,0.9861477645396024,294736.0,0.5355199229140655,-0.6245171854650798,57.0
2018,CA,48,Dana Rohrabacher,https://upload.wikimedia.org/wikipedia/commons/4/45/Dana_Rohrabacher_official_photo_%28cropped%29.jpg,T,Republican,136899.0,1,CA_48_2,M,1947.0,Master,68.0,71.0,8.9,97682,719486,357234,362252,0.9861477645396024,294736.0,0.46448007708593453,-0.7668366127440361,71.0
2018,CA,49,Mike Levin,https://upload.wikimedia.org/wikipedia/commons/1/1e/Mike_Levin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,166453.0,0,CA_49_1,M,1978.0,Doctor,64.0,63.0,8.2,97685,731513,365247,366266,0.9972178689804676,295030.0,0.5641900823645053,-0.5723640587954233,40.0
2018,CA,49,Diane Harkey,https://upload.wikimedia.org/wikipedia/commons/3/3e/Diane_Harkey_%28cropped%29.jpg,T,Republican,128577.0,0,CA_49_2,F,1951.0,Bachelor,72.0,79.0,8.2,97685,731513,365247,366266,0.9972178689804676,295030.0,0.4358099176354947,-0.8305490994210277,67.0
2018,CA,50,Duncan D. Hunter,https://upload.wikimedia.org/wikipedia/commons/1/17/Duncan_Hunter_116th_Congress_%28cropped%29.jpg,T,Republican,134362.0,1,CA_50_1,M,1976.0,Bachelor,84.0,85.0,10.2,78947,751551,372451,379100,0.9824610920601424,259810.0,0.5171548439244062,-0.6594129446269101,42.0
2018,CA,50,Ammar Campa-Najjar,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,125448.0,0,CA_50_2,M,1989.0,Bachelor,78.0,79.0,10.2,78947,751551,372451,379100,0.9824610920601424,259810.0,0.4828451560755937,-0.7280592645640398,29.0
2018,CA,51,Juan Vargas,https://upload.wikimedia.org/wikipedia/commons/4/4b/Juan_Vargas%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg,T,Democratic,109527.0,1,CA_51_1,M,1961.0,Doctor,76.0,77.0,19.8,53941,747510,378733,368777,1.0269973452791252,153828.0,0.7120095171230205,-0.3396640009136801,57.0
2018,CA,51,Juan M. Hidalgo Jr.,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,44301.0,0,CA_51_2,M,1967.0,Bachelor,67.0,68.0,19.8,53941,747510,378733,368777,1.0269973452791252,153828.0,0.2879904828769795,-1.2448278449582513,51.0
2018,CA,52,Scott Peters,https://upload.wikimedia.org/wikipedia/commons/c/c9/Scott_Peters%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,188992.0,1,CA_52_1,M,1958.0,Doctor,65.0,65.0,8.6,101130,767172,393839,373333,1.0549268347561025,296007.0,0.6384713875009712,-0.44867841657162677,60.0
2018,CA,52,Omar Qudrat,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,107015.0,0,CA_52_2,M,,Doctor,86.0,89.0,8.6,101130,767172,393839,373333,1.0549268347561025,296007.0,0.36152861249902873,-1.0174140911405576,
2018,CA,53,Susan Davis,https://upload.wikimedia.org/wikipedia/commons/d/df/Susan_Davis%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg,T,Democratic,185667.0,1,CA_53_1,F,1944.0,Master,73.0,74.0,11.4,81279,796701,396902,399799,0.992753858814054,268794.0,0.6907408647514454,-0.36999054038159707,74.0
2018,CA,53,Morgan Murtaugh,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,83127.0,0,CA_53_2,F,1992.0,Bachelor,83.0,85.0,11.4,81279,796701,396902,399799,0.992753858814054,268794.0,0.30925913524855464,-1.1735757281343429,26.0
2020,CA,1,Doug LaMalfa,https://upload.wikimedia.org/wikipedia/commons/6/60/Doug_LaMalfa_116th_Congress.jpg,T,Republican,204190.0,1,CA_1_1,M,1960.0,Bachelor,49.0,56.0,15.4,57693,704482,353464,351018,1.0069683036197574,358263.0,0.5699444263013485,-0.5622164206236852,60.0
2020,CA,1,Audrey Denney,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,154073.0,0,CA_1_2,F,1984.0,Master,79.0,79.0,15.4,57693,704482,353464,351018,1.0069683036197574,358263.0,0.43005557369865155,-0.8438408374857933,36.0
2020,CA,2,Jared Huffman,https://upload.wikimedia.org/wikipedia/commons/8/84/Jared_Huffman_official_photo_%28cropped%29.png,T,Democratic,294435.0,1,CA_2_1,M,1964.0,Doctor,70.0,69.0,11.2,81739,714171,353057,361114,0.9776884861844182,388755.0,0.7573793263109156,-0.2778910594891454,56.0
2020,CA,2,Dale K. Mensing,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,94320.0,0,CA_2_2,M,1958.0,Bachelor,73.0,70.0,11.2,81739,714171,353057,361114,0.9776884861844182,388755.0,0.24262067368908438,-1.4162560689179513,62.0
2020,CA,3,John Garamendi,https://upload.wikimedia.org/wikipedia/commons/9/96/John_Garamendi_official_photo.jpg,T,Democratic,176036.0,1,CA_3_1,M,1945.0,Master,79.0,76.0,13.3,74939,746967,373506,373461,1.0001204945094668,321977.0,0.5467347046528168,-0.6037915948457099,75.0
2020,CA,3,Tamika Hamilton,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,145941.0,0,CA_3_2,F,1984.0,,74.0,77.0,13.3,74939,746967,373506,373461,1.0001204945094668,321977.0,0.4532652953471832,-0.7912776839768267,36.0
2020,CA,4,Tom McClintock,https://upload.wikimedia.org/wikipedia/commons/2/29/Tom_McClintock%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.JPG,T,Republican,247291.0,1,CA_4_1,M,1956.0,Bachelor,85.0,83.0,8.5,82657,750420,372802,377618,0.9872463706708896,442022.0,0.559454054323088,-0.580793873774439,64.0
2020,CA,4,Brynne S. Kennedy,https://upload.wikimedia.org/wikipedia/commons/f/f0/Brynne_Kennedy_2020_%28cropped%29.jpg,T,Democratic,194731.0,0,CA_4_2,F,1984.0,Master,78.0,77.0,8.5,82657,750420,372802,377618,0.9872463706708896,442022.0,0.440545945676912,-0.8197405355788155,36.0
2020,CA,5,Mike Thompson,https://upload.wikimedia.org/wikipedia/commons/0/05/Mike_Thompson%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,271233.0,1,CA_5_1,M,1951.0,Master,58.0,73.0,9.3,86711,724984,353792,371192,0.9531239897411582,356510.0,0.7608005385543183,-0.2733840598722398,69.0
2020,CA,5,Scott Giblin,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,85277.0,0,CA_5_2,M,1966.0,High_school,63.0,66.0,9.3,86711,724984,353792,371192,0.9531239897411582,356510.0,0.23919946144568174,-1.4304575083894586,54.0
2020,CA,6,Doris Matsui,https://upload.wikimedia.org/wikipedia/commons/4/42/Doris_Matsui_Official_Photo_%28cropped%29.JPG,T,Democratic,229648.0,1,CA_6_1,F,1944.0,Bachelor,69.0,68.0,17.4,64395,764174,374721,389453,0.962172585652184,313114.0,0.7334325517223759,-0.310019639652522,76.0
2020,CA,6,Chris Bish,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,83466.0,0,CA_6_2,F,,,67.0,69.0,17.4,64395,764174,374721,389453,0.962172585652184,313114.0,0.26656744827762413,-1.322127978176058,
2020,CA,7,Ami Bera,https://upload.wikimedia.org/wikipedia/commons/e/e5/Ami_Bera%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg,T,Democratic,217416.0,1,CA_7_1,M,1965.0,Doctor,82.0,84.0,10.6,82795,762260,370533,391727,0.9458959938937066,383965.0,0.5662391103355775,-0.5687388335652632,55.0
2020,CA,7,Buzz Patterson,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,166549.0,0,CA_7_2,M,1955.0,Master,76.0,75.0,10.6,82795,762260,370533,391727,0.9458959938937066,383965.0,0.43376088966442256,-0.8352618421816383,65.0
2020,CA,8,Jay Obernolte,https://upload.wikimedia.org/wikipedia/commons/b/b6/Jay_Obernolte_%28cropped%29.png,T,Republican,158711.0,0,CA_8_1,M,1970.0,Doctor,67.0,67.0,17.9,56872,729399,366846,362553,1.0118410273808245,283111.0,0.5605963738604293,-0.5787541085912606,50.0
2020,CA,8,Christine Bubser,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,124400.0,0,CA_8_2,F,,Master,79.0,75.0,17.9,56872,729399,366846,362553,1.0118410273808245,283111.0,0.4394036261395707,-0.8223368665860004,
2020,CA,9,Jerry McNerney,https://upload.wikimedia.org/wikipedia/commons/a/a4/Jerry_McNerney%2C_official_portrait%2C_114th_Congress_%28cropped%29.jpg,T,Democratic,174252.0,1,CA_9_1,M,1951.0,Doctor,64.0,59.0,13.3,75842,775716,381416,394300,0.9673243723053512,302610.0,0.5758302765936354,-0.551942320398253,69.0
2020,CA,9,Tony Amador,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,128358.0,0,CA_9_2,M,1943.0,Doctor,71.0,72.0,13.3,75842,775716,381416,394300,0.9673243723053512,302610.0,0.4241697234063646,-0.8576216127925225,77.0
2020,CA,10,Josh Harder,https://upload.wikimedia.org/wikipedia/commons/8/8d/Josh_Harder%2C_official_portrait%2C_116th_Congress_%283x4%29.jpg,T,Democratic,161745.0,1,CA_10_1,M,1986.0,Master,68.0,70.0,12.4,71531,757213,377896,379317,0.996253793001632,293192.0,0.5516692133482496,-0.5948066635085009,34.0
2020,CA,10,Ted Howze,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,131447.0,0,CA_10_2,M,1967.0,Doctor,52.0,51.0,12.4,71531,757213,377896,379317,0.996253793001632,293192.0,0.4483307866517504,-0.8022239559611086,53.0
2020,CA,11,Mark DeSaulnier,https://upload.wikimedia.org/wikipedia/commons/2/20/Mark_DeSaulnier-1_%28cropped%29.jpeg,T,Democratic,271063.0,1,CA_11_1,M,1952.0,Bachelor,71.0,74.0,8.9,105392,760284,372317,387967,0.9596615176033012,371356.0,0.7299276166266332,-0.3148099050618945,68.0
2020,CA,11,Nisha Sharma,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,100293.0,0,CA_11_2,F,,Bachelor,84.0,84.0,8.9,105392,760284,372317,387967,0.9596615176033012,371356.0,0.2700723833733668,-1.30906526934452,
2020,CA,12,Nancy Pelosi,https://upload.wikimedia.org/wikipedia/commons/1/12/Official_photo_of_Speaker_Nancy_Pelosi_in_2019_%281%29.jpg,T,Democratic,281776.0,1,CA_12_1,F,1940.0,Bachelor,86.0,86.0,10.3,122043,763777,391837,371940,1.0534951873958165,362950.0,0.7763493594158976,-0.25315265467812015,80.0
2020,CA,12,Shahid Buttar,https://upload.wikimedia.org/wikipedia/commons/f/fb/Shahid_Buttar_on_Jenerational_Change_%28cropped%29.png,T,Democratic,81174.0,0,CA_12_2,M,1974.0,Doctor,72.0,74.0,10.3,122043,763777,391837,371940,1.0534951873958165,362950.0,0.2236506405841025,-1.4976700848815714,46.0
2020,CA,13,Barbara Lee,https://upload.wikimedia.org/wikipedia/commons/0/01/U.S._Rep._Barbara_Lee_-_Official_Portrait%2C_115th_Congress.jpg,T,Democratic,327863.0,1,CA_13_1,F,1946.0,Master,71.0,69.0,13.3,91829,760817,369768,391049,0.9455797099596216,362818.0,0.9036569299207867,-0.10130549291919719,74.0
2020,CA,13,Nikka Piterman,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,34955.0,0,CA_13_2,M,,Bachelor,76.0,77.0,13.3,91829,760817,369768,391049,0.9455797099596216,362818.0,0.09634307007921326,-2.3398398111587526,
2020,CA,14,Jackie Speier,https://upload.wikimedia.org/wikipedia/commons/d/d1/Jackie_Speier_official_photo_%28cropped_2%29.jpg,T,Democratic,278227.0,1,CA_14_1,F,1950.0,Doctor,77.0,71.0,6.7,123507,749549,371779,377770,0.9841411440823782,350911.0,0.7928705569218406,-0.2320953027999294,70.0
2020,CA,14,Ran Petel,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,72684.0,0,CA_14_2,M,1969.0,Master,77.0,76.0,6.7,123507,749549,371779,377770,0.9841411440823782,350911.0,0.20712944307815942,-1.5744113522734042,51.0
2020,CA,15,Eric Swalwell,https://upload.wikimedia.org/wikipedia/commons/f/f9/Eric_Swalwell_114th_official_photo_%28cropped%29.jpg,T,Democratic,242991.0,1,CA_15_1,M,1980.0,Doctor,54.0,53.0,6.3,122791,788527,391046,397481,0.9838105469192238,342701.0,0.7090466616671676,-0.3438339412627676,40.0
2020,CA,15,Alison Hayden,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,99710.0,0,CA_15_2,F,1959.0,Master,75.0,74.0,6.3,122791,788527,391046,397481,0.9838105469192238,342701.0,0.29095333833283243,-1.2345923740396894,61.0
2020,CA,16,Jim Costa,https://upload.wikimedia.org/wikipedia/commons/3/39/Jim_Costa_116th_Congress.jpg,T,Democratic,128690.0,1,CA_16_1,M,1952.0,Bachelor,77.0,76.0,24.1,51952,736400,367611,368789,0.9968057615601332,216729.0,0.5937830193467418,-0.5212413136481954,68.0
2020,CA,16,Kevin Cookingham,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,88039.0,0,CA_16_2,M,1958.0,Master,75.0,74.0,24.1,51952,736400,367611,368789,0.9968057615601332,216729.0,0.40621698065325823,-0.900867827033437,62.0
2020,CA,17,Ro Khanna,https://upload.wikimedia.org/wikipedia/commons/1/16/Ro_Khanna%2C_official_portrait%2C_115th_Congress_%283x4%29.jpg,T,Democratic,212137.0,1,CA_17_1,M,1976.0,Doctor,87.0,87.0,6.0,131233,776763,398055,378708,1.051086853195602,297336.0,0.7134588479027094,-0.3376305201088174,44.0
2020,CA,17,Ritesh Tandon,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,85199.0,0,CA_17_2,M,1972.0,Master,65.0,65.0,6.0,131233,776763,398055,378708,1.051086853195602,297336.0,0.2865411520972906,-1.2498731158043594,48.0
2020,CA,18,Anna Eshoo,https://upload.wikimedia.org/wikipedia/commons/1/14/Anna_Eshoo_official_2018.jpg,T,Democratic,217377.0,1,CA_18_1,F,1942.0,Bachelor,80.0,83.0,5.9,147196,744487,371063,373424,0.993677428338832,344127.0,0.6316766775056883,-0.45937760196533717,78.0
2020,CA,18,Rishi Kumar,https://upload.wikimedia.org/wikipedia/commons/0/05/RishiKumar_%28cropped%29.jpg,T,Democratic,126750.0,0,CA_18_2,M,1967.0,Master,86.0,88.0,5.9,147196,744487,371063,373424,0.993677428338832,344127.0,0.3683233224943117,-0.9987941328162174,53.0
2020,CA,19,Zoe Lofgren,https://upload.wikimedia.org/wikipedia/commons/b/bb/Zoe_Lofgren_headshot.jpg,T,Democratic,224385.0,1,CA_19_1,F,1947.0,Doctor,74.0,78.0,8.4,112598,758327,382430,375897,1.0173797609451525,313027.0,0.7168231494407831,-0.3329261223060992,73.0
2020,CA,19,Justin Aguilera,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,88642.0,0,CA_19_2,M,,Bachelor,72.0,73.0,8.4,112598,758327,382430,375897,1.0173797609451525,313027.0,0.28317685055921693,-1.2616836628793089,
2020,CA,20,Jimmy Panetta,https://upload.wikimedia.org/wikipedia/commons/8/82/Jimmy_Panetta%2C_official_portrait%2C_115th_Congress.jpg,T,Democratic,236896.0,1,CA_20_1,M,1969.0,Doctor,80.0,79.0,12.1,87592,736750,370218,366532,1.0100564207217924,308554.0,0.7677618828470867,-0.2642756422855892,51.0
2020,CA,20,Jeff Gorman,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,71658.0,0,CA_20_2,M,1968.0,Bachelor,66.0,66.0,12.1,87592,736750,370218,366532,1.0100564207217924,308554.0,0.23223811715291326,-1.4599920666319322,52.0
2020,CA,21,David Valadao,https://upload.wikimedia.org/wikipedia/commons/0/01/David_Valadao%2C_official_portrait%2C_117th_Congress_%28cropped%29.png,T,Republican,85928.0,0,CA_21_1,M,1977.0,Bachelor,60.0,63.0,23.7,52937,713346,376118,337228,1.115322571079507,170334.0,0.5044676928857421,-0.6842514791265145,43.0
2020,CA,21,TJ Cox,https://upload.wikimedia.org/wikipedia/commons/a/a1/TJ_Cox%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg,T,Democratic,84406.0,1,CA_21_2,M,1963.0,Master,77.0,73.0,23.7,52937,713346,376118,337228,1.115322571079507,170334.0,0.4955323071142579,-0.7021227262997332,57.0
2020,CA,22,Devin Nunes,https://upload.wikimedia.org/wikipedia/commons/0/0b/Devin_Nunes%2C_official_portrait%2C_112th_Congress.jpg,T,Republican,170888.0,1,CA_22_1,M,1973.0,Master,72.0,70.0,16.3,70172,769728,379163,390565,0.9708063958624044,315139.0,0.542262303301083,-0.6120054401806245,47.0
2020,CA,22,Phil Arballo,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,144251.0,0,CA_22_2,M,1979.0,Bachelor,77.0,78.0,16.3,70172,769728,379163,390565,0.9708063958624044,315139.0,0.457737696698917,-0.7814589735628061,41.0
2020,CA,23,Kevin McCarthy,https://upload.wikimedia.org/wikipedia/commons/2/2b/Kevin_McCarthy%2C_official_photo%2C_116th_Congress_%28cropped%29.jpg,T,Republican,190222.0,1,CA_23_1,M,1965.0,Master,71.0,69.0,17.6,63613,748143,378741,369402,1.025281400750402,306118.0,0.6214008976930465,-0.4757788373942906,55.0
2020,CA,23,Kim Mangone,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Democratic,115896.0,0,CA_23_2,F,1958.0,Bachelor,78.0,77.0,17.6,63613,748143,378741,369402,1.025281400750402,306118.0,0.37859910230695354,-0.9712774112954268,62.0
2020,CA,24,Salud Carbajal,https://upload.wikimedia.org/wikipedia/commons/9/96/Salud_Carbajal_116th_Congress.jpg,T,Democratic,212564.0,1,CA_24_1,M,1964.0,Master,55.0,65.0,12.2,82172,736030,369878,366152,1.010176101728244,362345.0,0.5866342850046227,-0.533353677156253,56.0
2020,CA,24,Andy Caldwell,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,149781.0,0,CA_24_2,M,1958.0,Bachelor,84.0,86.0,12.2,82172,736030,369878,366152,1.010176101728244,362345.0,0.41336571499537733,-0.8834225693890441,62.0
2020,CA,25,Mike Garcia,https://upload.wikimedia.org/wikipedia/commons/b/b9/Mike_Garcia%2C_official_portrait%2C_116th_Congress_%28cropped1%29_%28cropped%29.jpg,T,Republican,169638.0,1,CA_25_1,M,1976.0,Master,70.0,65.0,12.3,85317,710525,354052,356473,0.993208461790935,338943.0,0.5004912330391835,-0.6921651967855035,44.0
2020,CA,25,Christy Smith,https://upload.wikimedia.org/wikipedia/commons/8/88/Christy_Smith_CA_Assembly_official_photo_%28cropped%29.jpg,T,Democratic,169305.0,0,CA_25_2,F,1969.0,Bachelor,79.0,79.0,12.3,85317,710525,354052,356473,0.993208461790935,338943.0,0.4995087669608164,-0.6941301295744482,51.0
2020,CA,26,Julia Brownley,https://upload.wikimedia.org/wikipedia/commons/3/34/Julia_Brownley_official_photo_%28cropped%29.jpg,T,Democratic,208856.0,1,CA_26_1,F,1952.0,Master,69.0,68.0,9.1,92419,724221,358973,365248,0.9828198922376028,344733.0,0.6058485842666643,-0.5011251850793679,68.0
2020,CA,26,Ronda Baldwin-Kennedy,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,135877.0,0,CA_26_2,F,,Doctor,77.0,78.0,9.1,92419,724221,358973,365248,0.9828198922376028,344733.0,0.3941514157333357,-0.9310201396183152,
2020,CA,27,Judy Chu,https://upload.wikimedia.org/wikipedia/commons/b/bf/Judy_Chu_2019-05-02_%28cropped%29.jpg,T,Democratic,221411.0,1,CA_27_1,F,1953.0,Doctor,82.0,82.0,10.4,90099,711767,345064,366703,0.9409903927701708,317318.0,0.6977574546669272,-0.35988372275760067,67.0
2020,CA,27,Johnny J. Nalbandian,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,95907.0,0,CA_27_2,M,1954.0,Bachelor,67.0,77.0,10.4,90099,711767,345064,366703,0.9409903927701708,317318.0,0.3022425453330728,-1.1965254537018233,66.0
2020,CA,28,Adam Schiff,https://upload.wikimedia.org/wikipedia/commons/9/9c/Adam_Schiff_official_portrait_%28cropped%29.jpg,T,Democratic,244471.0,1,CA_28_1,M,1960.0,Doctor,67.0,70.0,12.9,76600,712193,354127,358066,0.988999234777946,336399.0,0.7267292708955734,-0.3192012629694477,60.0
2020,CA,28,Eric Early,https://upload.wikimedia.org/wikipedia/commons/e/e7/Eric_Early%2C_2020.jpg,T,Republican,91928.0,0,CA_28_2,M,1958.0,Doctor,84.0,81.0,12.9,76600,712193,354127,358066,0.988999234777946,336399.0,0.27327072910442657,-1.297292293487437,62.0
2020,CA,29,Tony Cárdenas,https://upload.wikimedia.org/wikipedia/commons/0/09/Tony_C%C3%A1rdenas_114th_Congress_%28cropped%29.jpg,T,Democratic,119420.0,1,CA_29_1,M,1963.0,Bachelor,65.0,67.0,16.4,65938,715422,354373,361049,0.9815094350074368,210944.0,0.5661218143203883,-0.5689460042880508,57.0
2020,CA,29,Angélica Dueñas,https://upload.wikimedia.org/wikipedia/commons/6/64/AngelicaDuenas_%28cropped%29.jpg,T,Democratic,91524.0,0,CA_29_2,F,1983.0,Master,76.0,80.0,16.4,65938,715422,354373,361049,0.9815094350074368,210944.0,0.43387818567961167,-0.8349914624367952,37.0
2020,CA,30,Brad Sherman,https://upload.wikimedia.org/wikipedia/commons/8/8e/Brad_Sherman_116th_Congress.jpg,T,Democratic,240038.0,1,CA_30_1,M,1954.0,Doctor,67.0,69.0,10.2,92394,773221,379392,393829,0.9633419580579388,345464.0,0.6948278257647685,-0.36409119682072544,66.0
2020,CA,30,Mark S. Reed,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,105426.0,0,CA_30_2,M,1957.0,Bachelor,66.0,69.0,10.2,92394,773221,379392,393829,0.9633419580579388,345464.0,0.30517217423523146,-1.186879155958841,63.0
2020,CA,31,Pete Aguilar,https://upload.wikimedia.org/wikipedia/commons/e/e5/Pete_Aguilar_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg,T,Democratic,175315.0,1,CA_31_1,M,1979.0,Bachelor,74.0,74.0,14.5,72140,752561,369243,383318,0.96328113994125,286050.0,0.6128823632232128,-0.4895822648496443,41.0
2020,CA,31,Agnes Gibboney,https://upload.wikimedia.org/wikipedia/commons/b/bd/3x4.svg,F,Republican,110735.0,0,CA_31_2,F,1954.0,Bachelor,60.0,59.0,14.5,72140,752561,369243,383318,0.96328113994125,286050.0,0.3871176367767873,-0.9490266611427292,66.0
