"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M",
"5001600US0610","Congressional District 10 (116th Congress), California","757213","1509","377896","1454","27604","858","28112","1186","32288","1376","17285","520","10296","318","5879","710","5555","587","14911","823","28365","678","26544","566","24724","1164","24497","1171","23227","621","23693","618","23085","802","8583","680","10488","707","6694","531","8320","702","11260","572","7478","424","4212","412","4796","476","379317","1700","25593","715","27697","1278","28168","1176","16721","471","9892","412","4818","512","4869","690","14390","671","27381","607","25999","547","24078","1140","23883","1029","23777","638","23861","491","23183","865","9030","769","11884","685","6861","508","9880","645","13651","673","8916","684","6759","516","8026","810",
"5001600US0611","Congressional District 11 (116th Congress), California","760284","3465","372317","2429","22357","764","24571","974","23881","965","14830","629","8278","489","3996","544","4249","554","13755","841","25771","849","25018","837","26367","1083","24668","931","25500","735","25384","727","25973","1075","9278","654","12953","855","7888","647","11075","746","14510","902","9180","554","6401","496","6434","561","387967","2372","21777","774","21851","990","23408","1179","14325","593","8238","461","3833","544","4333","615","13899","719","24440","763","24934","780","25850","1016","24989","1181","26833","749","25818","868","26992","1043","10364","726","14071","907","9391","670","13674","691","17314","808","11408","647","9431","627","10794","772",
"5001600US0612","Congressional District 12 (116th Congress), California","763777","3540","391837","2403","18007","370","13497","805","12875","892","6977","264","4691","250","2427","492","2658","401","14360","648","46391","915","49834","637","38926","1362","27028","1255","28037","429","26747","393","24346","899","9304","725","12079","730","8253","666","10451","565","13016","721","8990","658","5996","568","6947","603","371940","1939","17350","363","12657","576","12584","651","6830","302","4984","319","2593","521","2534","452","15304","718","44951","504","45679","464","32046","1063","25440","847","23277","399","21463","437","20095","803","8601","669","11908","676","7639","526","10031","600","15344","773","10038","689","7564","586","13028","655",
"5001600US0613","Congressional District 13 (116th Congress), California","760817","442","369768","2065","20666","753","20278","975","19565","747","10964","530","10590","609","5740","555","5392","526","14552","856","34004","1158","36374","966","28573","1139","27663","1144","24051","865","22127","821","21811","901","8104","527","11764","699","7550","578","9106","564","13555","729","7968","569","4964","557","4407","463","391049","2046","21666","879","17160","821","19086","843","10721","509","11537","538","5766","554","6016","708","15184","685","37152","1044","34097","1069","30934","1149","25594","1106","24614","906","23056","745","23180","1089","10198","893","12555","721","8403","618","11656","747","16630","911","9560","720","6856","506","9428","786",
"5001600US0614","Congressional District 14 (116th Congress), California","749549","3732","371779","2478","20678","590","20968","1044","20114","998","12539","430","7739","420","4218","475","3905","541","13857","727","30625","1074","30983","832","29645","1069","24863","1039","26504","602","24228","565","24222","1120","9680","764","13158","709","8103","615","11012","671","12849","719","8998","585","6052","566","6839","465","377770","2531","18715","572","19642","968","19834","990","12053","417","7756","452","3174","500","2952","434","13915","795","26621","662","27741","686","28381","1202","24998","1191","25748","623","25759","573","26378","973","9800","604","14520","855","8285","574","13116","883","16309","816","12003","669","8890","658","11180","609",
"5001600US0615","Congressional District 15 (116th Congress), California","788527","2505","391046","2275","24880","961","25878","911","27283","1148","15461","573","7921","674","3991","535","4268","570","12146","700","27495","1172","28409","966","30229","1093","29049","1031","29145","872","27655","911","26831","1122","9403","720","13289","899","6548","610","10276","771","12409","691","7977","587","5598","543","4905","483","397481","2671","21146","890","25042","1121","25980","943","14981","603","6979","543","3577","446","3467","419","12150","788","24491","1039","30120","996","31501","1225","30256","980","29123","1002","28874","970","27010","1093","9984","809","13400","819","8091","645","11081","604","14578","787","10020","643","6657","492","8973","714",
"5001600US0616","Congressional District 16 (116th Congress), California","736400","5870","367611","3403","31203","1008","29978","1332","32429","1368","17700","562","12522","567","6754","647","6146","687","15717","802","31280","1087","27647","966","23767","1010","22052","1061","20037","525","19631","713","18802","856","7621","631","8927","662","5212","481","8083","712","8891","664","6300","510","3593","432","3319","402","368789","3464","29782","942","29496","1217","31461","1060","16685","657","11311","505","5844","597","6677","744","15669","803","29317","825","26580","822","23225","1139","22440","1071","20325","624","19647","592","19892","907","7175","624","9659","632","5649","536","8334","682","11082","650","6500","545","5682","586","6357","513",
"5001600US0617","Congressional District 17 (116th Congress), California","776763","4474","398055","2982","25754","1297","22618","1087","22343","1100","12528","673","8091","628","3961","557","4140","498","14893","905","40887","1382","40413","1216","33879","1222","28945","1091","28350","1088","25848","1008","23628","892","8275","584","11394","698","6738","628","7806","606","9235","667","7743","604","5363","473","5223","464","378708","3680","23667","1118","23278","1245","20612","1008","13234","755","7321","603","3278","451","3353","403","13212","881","32737","1232","35715","1147","29466","1156","27633","1138","26112","957","23578","797","24489","1021","8211","663","10616","736","6885","503","8571","581","11906","713","8596","601","7477","696","8761","734",
"5001600US0618","Congressional District 18 (116th Congress), California","744487","5329","371063","3067","20350","1115","24417","1199","24554","1122","14240","694","9048","632","3713","506","3877","599","12691","897","26659","1203","26708","1100","25556","1158","24636","1031","25963","962","27113","903","24901","1038","10301","862","13131","759","6983","523","10268","621","12602","718","9216","631","6628","496","7508","604","373424","3747","20064","1071","20750","1062","23668","1173","13736","694","8452","522","3275","438","3171","501","12575","1152","23720","1071","23565","1064","25185","1043","25903","1191","28451","1025","27262","956","25590","1074","10005","861","13016","820","8222","614","10303","668","15140","673","10249","593","9043","631","12079","773",
"5001600US0619","Congressional District 19 (116th Congress), California","758327","5120","382430","3272","22782","932","23291","1071","26378","930","15581","662","9244","516","5692","698","5653","620","16187","863","30475","1163","30298","1067","28313","1203","26556","1128","26013","908","25941","811","24264","1123","9436","635","10985","607","7523","559","9447","645","11031","619","8647","668","4182","402","4511","543","375897","3361","21767","908","22343","1150","26036","1135","13597","610","8638","511","4850","593","5043","668","16144","863","26379","913","27274","911","26040","1079","25816","1110","25650","821","24791","826","24137","853","8965","586","12061","659","7461","553","11324","760","13585","593","9205","606","6766","526","8025","617",
"5001600US0620","Congressional District 20 (116th Congress), California","736750","2212","370218","1442","23949","340","25275","988","26556","985","15313","255","13172","345","7904","778","6361","696","16236","988","27121","415","26163","398","24809","974","23939","1052","23214","342","21757","291","21995","905","8176","651","11756","742","7725","535","9640","615","12244","713","7394","459","4698","372","4821","427","366532","1337","23339","336","23725","887","25819","935","14679","317","14139","307","7375","778","5810","634","16212","730","24272","394","23568","377","22707","1034","22272","1033","21308","295","21067","308","23541","882","8472","644","11746","797","8203","539","9747","543","14089","693","8662","640","6717","508","9063","636",
"5001600US0621","Congressional District 21 (116th Congress), California","713346","5718","376118","3464","29155","1278","30079","1488","32374","1563","17907","894","11457","592","6648","612","5771","599","20156","1061","32843","1254","30071","1018","27612","1184","24705","1163","23055","980","20303","863","17963","757","6957","608","8784","627","5504","535","6368","712","7287","707","4690","504","3209","361","3220","493","337228","3669","28089","980","29827","1455","31433","1417","17968","853","9958","665","5363","668","4769","563","16027","1010","26184","848","23006","963","21940","1043","20465","931","19102","780","17215","763","16684","824","6304","601","8867","717","4808","492","6018","525","8588","599","5617","521","4475","516","4521","535",
"5001600US0622","Congressional District 22 (116th Congress), California","769728","5734","379163","3566","30112","1175","32067","1444","33502","1507","17800","771","10583","656","5267","607","5413","593","15342","814","28879","1246","28084","1185","26809","1352","21343","1106","21032","839","21190","836","20254","1045","7957","622","10163","739","6643","530","7515","593","12304","758","7562","627","4406","503","4936","601","390565","3539","28582","976","31264","1213","29508","1312","17284","656","10527","587","5381","558","5518","718","15784","846","29383","941","27290","911","25275","1082","23329","1104","22371","672","22368","733","22296","960","7995","728","11056","779","6630","506","10000","568","13924","752","8842","727","6104","491","9854","781",
"5001600US0623","Congressional District 23 (116th Congress), California","748143","5365","378741","3667","26870","1163","28152","1430","31060","1480","17986","853","10026","705","5396","673","5474","798","15002","1161","30819","979","27115","947","25877","1434","23205","1301","21932","983","22388","863","23455","872","8038","636","11397","800","7014","702","9072","631","11585","648","7780","667","4971","561","4127","502","369402","3643","25555","1051","27025","1290","30013","1446","16548","809","9259","615","4465","623","4285","466","13838","842","27313","864","25572","996","25062","1205","21595","1153","20500","648","21545","621","23166","1028","8440","702","12214","852","7484","668","10229","811","13232","795","9021","633","6334","564","6707","589",
"5001600US0624","Congressional District 24 (116th Congress), California","736030","932","369878","718","20693","110","21758","890","21178","874","12577","170","17264","383","9688","817","9498","893","21885","1075","26781","224","23731","305","22500","1015","20826","968","19966","230","20587","269","22003","899","8822","661","12560","700","8015","623","11253","700","15073","750","10116","591","6052","444","7052","585","366152","554","20278","167","19861","787","21607","808","12173","136","18332","397","8852","795","8547","940","18935","1016","23041","300","20610","181","20641","729","18903","699","18971","177","20050","215","22750","780","9753","646","14066","678","8816","637","12868","668","16171","775","12015","706","8583","543","10329","675",
"5001600US0625","Congressional District 25 (116th Congress), California","710525","4024","354052","3809","24753","1495","24912","1249","28087","1263","16638","993","10417","852","5480","745","4804","502","14187","871","25076","1280","21894","998","22754","1162","21958","1018","24861","1045","24947","1130","24127","1000","9748","752","11703","780","6098","463","8141","681","9200","632","7059","523","3810","448","3398","414","356473","3289","22556","1444","24080","1288","28276","1416","16293","950","8534","590","4252","396","4505","526","12536","834","23665","1308","22035","1002","22737","1128","22082","978","25011","915","25455","1169","24943","995","9530","719","11330","845","7693","677","9022","673","11508","912","8676","699","5613","689","6141","729",
"5001600US0626","Congressional District 26 (116th Congress), California","724221","1412","358973","1371","21570","445","23654","1136","25983","1090","15159","390","9633","295","5388","659","5384","550","14317","771","26169","449","24329","593","22780","1048","21830","1041","22330","465","23725","615","24934","962","8890","617","11652","688","7830","638","9520","625","13486","712","8548","594","5575","500","6287","570","365248","1197","21459","404","22628","1021","24153","932","14716","363","9444","229","5296","493","4320","537","14328","731","24206","451","22725","429","21709","859","23209","910","23360","474","24277","434","24717","694","9412","632","14151","752","8346","514","10660","601","14750","789","9855","602","7189","535","10338","738",
"5001600US0627","Congressional District 27 (116th Congress), California","711767","3452","345064","3023","20631","1176","16924","879","20112","1034","13420","812","7531","642","4226","495","3623","443","12112","853","26576","1383","24825","1270","22477","1128","23122","1028","24259","995","24025","1147","24721","1022","8412","569","12069","755","7623","581","10347","629","12975","771","10079","690","6800","552","8175","724","366703","2532","18361","1141","16603","907","19078","879","11314","761","7670","519","3392","404","4521","529","11431","826","24581","1061","23561","1118","24043","1008","24269","1118","26703","998","26296","1305","26778","1222","10370","608","14567","823","9042","665","12345","749","15651","808","12220","801","10610","803","13297","874",
"5001600US0628","Congressional District 28 (116th Congress), California","712193","5743","354127","3901","17118","1242","14514","868","15703","1037","8553","713","5832","702","3260","447","3150","468","12015","972","33896","1688","37882","1643","30183","1261","26065","1210","26210","1082","24630","1071","24299","1322","9514","781","11741","810","7155","732","9086","757","12301","830","8592","736","6121","558","6307","779","358066","3615","15253","1043","14874","946","14579","992","9286","713","5406","532","3608","454","3015","470","13030","937","34870","1656","34917","1415","27078","1244","23811","1034","24889","1139","23921","1052","24390","1237","8895","624","12231","837","8238","776","11218","1141","15058","890","10825","709","8718","741","9956","839",
"5001600US0629","Congressional District 29 (116th Congress), California","715422","10109","354373","5644","21200","1172","22666","1089","23656","1122","14940","880","9000","654","4718","587","5556","570","16476","875","32651","1460","30483","1394","27704","1374","23500","1381","24514","1149","23978","1061","20608","778","7869","635","9969","781","6899","681","6973","521","8389","609","5115","487","4137","392","3372","421","361049","5524","21015","1225","22629","960","23024","1152","14136","781","9188","810","4925","581","4690","503","16745","805","31830","1546","27935","1415","25845","1254","24105","1155","23346","1126","22786","1034","23076","967","7698","592","10913","673","6421","681","9093","672","11554","697","7396","535","6011","415","6688","624",
"5001600US0630","Congressional District 30 (116th Congress), California","773221","9082","379392","5173","21639","1217","21761","1245","21551","1132","13315","1058","8235","550","4092","465","4723","689","14111","1062","32183","1656","29064","1386","27681","1230","26394","1384","28442","1316","25567","991","25511","1098","10163","1009","13124","897","7499","710","9992","686","12433","850","8597","627","6205","586","7110","648","393829","5586","21443","1236","20507","1226","20364","1099","12253","976","7636","857","4437","569","4246","500","15387","1009","28615","1517","28832","1483","28151","1273","26941","1169","27474","1191","28083","1138","28150","1489","9284","694","14598","1030","8729","584","11018","798","15972","1051","10444","825","8597","655","12668","999",
"5001600US0631","Congressional District 31 (116th Congress), California","752561","4730","369243","3415","26822","1231","26116","1387","27840","1065","17000","883","10179","681","5517","652","6588","810","16750","1164","33536","1322","30481","1146","25217","1148","22699","1094","22019","1045","22901","966","21730","1027","7583","814","10119","820","5226","579","8643","708","9044","666","5616","499","3839","520","3778","494","383318","3872","25353","1236","26920","1220","26814","1224","16290","781","10565","619","5799","725","6764","850","16399","973","31480","1241","28694","1114","25293","1287","23048","1088","25771","928","22691","1179","23973","1049","8314","738","11441","762","6865","576","9707","778","11382","749","7377","769","5221","509","7157","754",
"5001600US0632","Congressional District 32 (116th Congress), California","707305","4143","348144","3149","20458","1236","21747","1211","23020","1099","13643","748","9406","558","5749","572","5277","434","17042","907","29149","1167","25334","1353","23712","1007","22816","1138","22048","1048","24013","1176","22336","1066","8114","606","11128","821","6946","622","9158","753","10592","686","7432","566","4790","435","4234","489","359161","3244","19017","1183","19258","933","23232","1013","12949","788","9637","693","5775","580","6119","548","15422","852","25937","1109","24391","1230","22792","916","22745","1037","23632","1046","23943","801","24507","1021","9145","585","12762","695","7786","579","11090","914","13734","781","9663","718","7073","561","8552","729",
"5001600US0633","Congressional District 33 (116th Congress), California","708972","5054","343707","3253","18711","1364","17932","1005","19269","1015","12651","751","9883","589","4594","471","4075","494","10909","967","23720","1127","24973","1270","23782","1279","21602","1238","23525","1095","25039","1136","24252","1006","9638","788","12471","881","7283","654","9711","682","15598","884","9005","640","6913","605","8171","712","365265","3564","16815","1282","17977","1100","19668","1203","11146","726","12454","770","5321","575","4916","692","11984","1134","25168","1205","26013","1443","24560","1317","24197","1128","25493","1173","25571","1232","25568","959","9967","758","12068","762","8085","631","10898","733","16284","853","10436","764","8077","677","12599","910",
"5001600US0634","Congressional District 34 (116th Congress), California","734546","8460","374815","5009","21716","1128","20462","1112","19905","945","11612","753","8944","709","4969","522","5696","641","19530","1036","41032","1569","38884","1565","31416","1107","27617","1290","26054","1409","22519","1073","20466","937","8126","684","9321","601","6446","632","7421","661","8208","549","5990","538","3865","426","4616","584","359731","5283","19793","1209","18997","1271","19679","900","11930","783","8419","667","4559","584","4267","421","17659","891","36187","1387","33211","1252","25934","984","23500","979","23257","1120","21573","1086","19507","917","8080","630","10740","727","6478","541","8098","580","12422","700","8699","584","7004","603","9738","860",
"5001600US0635","Congressional District 35 (116th Congress), California","748454","3876","374529","3315","25966","1259","25613","1142","29910","1424","17981","1039","12642","878","7056","665","6224","689","19535","990","32040","1481","28628","1302","26904","1424","25154","1232","24279","1055","23053","1079","18913","801","7849","704","9859","740","6138","853","6821","537","8529","710","5153","557","3322","379","2960","392","373925","3417","23993","1308","26573","1402","28239","1329","16948","847","10677","713","6522","632","5698","462","17862","1083","30726","1418","26075","948","27111","1212","26003","1321","23805","1033","22601","1045","20079","1252","8957","800","10166","756","6240","566","8810","647","9918","678","6901","619","4936","512","5085","517",
