"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M",
"5001600US0610","Congressional District 10 (116th Congress), California","761485","4897","380532","3622","26626","1320","25891","2744","33598","2528","17792","1131","10875","929","6576","1680","5453","1447","15144","1816","29024","1678","25990","1209","27940","2462","21511","2725","23859","1287","24188","1167","22817","1789","6980","1182","11979","1752","9362","1306","8671","1288","10136","1292","8748","998","3676","747","3696","850","380953","3623","26509","1436","27687","2172","26599","2226","16567","1127","10194","833","5184","1131","3889","1101","15203","2077","27468","1306","24717","1230","23090","2336","27019","2572","22978","1320","23948","1426","23223","2054","9306","1549","12778","1740","7618","1208","9555","1457","14225","1665","8684","1225","6914","1115","7598","1280",
"5001600US0611","Congressional District 11 (116th Congress), California","762290","8822","372843","5716","21258","1780","21808","2206","25368","2244","14207","1352","8021","1021","5093","1329","5247","1463","14128","1790","27353","1887","27394","1607","26317","2713","23597","2552","25148","1752","24386","1613","25508","2202","9473","1632","13439","1958","7628","1231","11109","1407","14814","1161","9722","1338","6090","1170","5735","1240","389447","5332","20802","1312","20807","2102","23248","2313","14804","1284","7938","1094","3420","1141","4130","1024","13590","1719","26235","1654","24977","1492","24954","2451","24916","1993","27387","1558","26286","1583","27647","2274","11595","1768","14528","1653","8336","1308","13454","1626","18219","1784","12041","1344","10784","1602","9349","1520",
"5001600US0612","Congressional District 12 (116th Congress), California","764043","7294","391594","5449","17783","1017","12664","1517","15750","1673","5937","935","4863","647","2261","866","1776","704","14060","1747","44875","2491","51956","1035","39281","2592","27285","2513","27626","1131","26736","1119","22297","1913","10329","1384","12767","1668","9006","1505","9439","1368","12959","1484","8918","1191","5922","1047","7104","1121","372449","4188","18282","816","12965","1775","11512","1696","6617","939","5315","960","1293","479","2206","723","15528","1471","46187","1233","45803","1053","32790","2264","26264","2281","23192","1332","20388","853","18695","1739","10276","1383","12270","1581","7567","1337","10251","1185","14562","1482","9677","1461","8513","1180","12296","1542",
"5001600US0613","Congressional District 13 (116th Congress), California","764304","4454","369844","4606","18986","1814","19310","2161","22391","2159","11487","1308","10872","1409","5728","1086","6039","1448","14533","1918","35815","2602","34883","2597","28878","2046","25659","2243","26488","1624","21836","1828","21893","2311","9197","1291","10471","1215","7809","1346","8629","1270","12767","1592","8033","1183","4634","891","3506","814","394460","4916","20348","1948","17180","1940","18548","2202","11122","1151","11633","1106","5930","1803","7050","2091","14425","1632","37719","2485","36114","1726","30834","2290","26499","2218","25468","1620","22809","1582","23762","1968","8936","1488","13400","1335","7586","1109","12761","1513","15688","1823","9050","1163","8678","1265","8920","1340",
"5001600US0614","Congressional District 14 (116th Congress), California","759415","9210","378809","6721","20603","1297","20975","2214","20667","2268","13516","1499","8374","1052","4907","1367","2453","712","14641","2078","35071","2820","28240","1406","28311","2446","26435","2249","26650","1436","23512","1582","26336","2177","9019","1563","14077","1713","8288","1243","10295","1235","13466","1403","9159","1095","6181","1022","7633","1303","380606","5319","18489","1123","19028","1802","21390","2140","11089","1131","8901","1108","4139","1274","3171","1148","14216","1568","26242","2019","28005","1594","26339","2190","25304","2192","26906","1795","26308","1323","25583","1800","9799","1303","15075","2146","9078","1273","13049","1359","16089","1601","12559","1533","8155","1534","11692","1582",
"5001600US0615","Congressional District 15 (116th Congress), California","789174","7724","391330","6061","26681","2037","24544","2057","26855","2032","16270","1755","7651","1400","3783","882","3791","820","13449","1765","26252","2666","27462","2274","32908","2500","28007","2429","30046","2202","26979","1825","25517","2425","8995","1456","13562","1622","6675","1101","10421","1435","12406","1453","8934","1530","5562","1040","4580","1023","397844","5457","22944","1991","24800","2399","28245","2612","14207","1275","6691","1032","3600","946","4370","1146","13297","1955","24408","2420","28090","1971","33827","2453","29754","2027","29160","1698","27655","1822","25616","2104","9452","1472","13429","1869","7815","1219","10901","1491","14695","1502","10383","1290","6155","1261","8350","1420",
"5001600US0616","Congressional District 16 (116th Congress), California","749967","13450","378254","8015","31353","2092","31958","2704","32312","3290","17738","1274","13560","1342","6991","1570","5872","1349","16576","1844","33796","2793","26937","1760","25180","2466","23101","2571","19998","1639","20470","1606","19740","1867","7925","1350","9289","1617","6464","1007","6289","1010","9101","1252","6184","1002","4135","989","3285","899","371713","7920","29721","2107","28463","2095","34742","2748","16517","1343","11996","1211","6416","1331","6924","1292","14300","1883","28949","1975","26301","2017","24315","2673","22424","2362","19102","1369","20785","1603","20614","1959","7207","1248","10261","1286","4485","874","6939","1243","12383","1403","7102","1174","5262","1228","6505","1272",
"5001600US0617","Congressional District 17 (116th Congress), California","777468","13510","404033","8584","24503","2352","21207","2205","25171","2555","11940","1653","6894","1554","4783","1163","4945","1648","13622","2070","43878","3009","44747","3225","34013","2886","26445","2345","26117","2001","26818","2099","25501","2285","8284","1443","12809","1653","6935","1217","8070","1127","9080","1191","7263","1303","5827","1123","5181","915","373435","8509","23130","2289","19553","2354","21854","2887","12423","1491","7488","1434","1725","628","3292","1068","12029","1997","31611","2732","35087","2745","28384","2627","26337","2227","25313","2199","24757","2086","23296","2187","8845","1453","14589","2008","7491","1293","8209","1445","12847","1842","10198","1651","7135","1191","7842","1561",
"5001600US0618","Congressional District 18 (116th Congress), California","750295","13343","375370","8630","20102","2523","25690","2334","26646","2524","14131","1554","8323","1269","4222","1173","3193","985","14512","2011","25088","2780","25835","2638","27589","2602","25527","2457","26592","1924","28735","2300","25053","2045","8922","1499","12991","1713","7480","1287","9011","1471","14159","1597","8492","1280","5522","1117","7555","1238","374925","8207","19435","2294","19413","2382","25849","2631","13786","1363","7426","1292","2687","990","3041","835","13184","2101","22417","2200","23744","2111","28629","2356","26532","2444","29591","2277","27161","2248","25512","2319","9577","1519","12965","1614","9152","1797","10754","1341","13430","1720","10363","1337","8567","1118","11710","1385",
"5001600US0619","Congressional District 19 (116th Congress), California","763028","15176","379974","9424","24177","2053","21420","2430","23262","2550","15901","1554","11199","1439","6485","1511","4740","1000","15090","1947","28174","2518","28760","2497","29601","2681","28099","2399","27625","2156","24385","1889","23683","2028","10259","1434","11466","1610","7115","939","9304","1236","11649","1573","9080","1165","4538","911","3962","886","383054","8791","23976","2255","21849","2315","27100","2771","15146","1340","8425","1193","4282","1280","6319","1613","16901","2334","29918","2292","26782","2229","25289","2434","25255","2324","25866","2047","24290","1746","23351","1886","8877","1374","12103","1399","8679","1280","10778","1229","14191","1563","9125","1508","6856","1166","7696","1231",
"5001600US0620","Congressional District 20 (116th Congress), California","739352","6503","370199","4074","23579","994","26447","2333","25422","2323","15427","928","12127","999","7846","1568","5476","1312","17570","1948","26508","1392","26398","805","26351","2177","22756","2147","23541","959","21721","915","20735","1426","7491","1112","13291","1506","8764","1436","9449","1314","12375","1565","7778","944","5054","1025","4093","808","369153","3370","23147","1004","24102","2091","25369","2038","15334","967","15401","1282","7512","1474","6586","1200","15148","1538","25171","1184","24231","924","23381","1926","20603","1751","21528","848","21519","831","21602","1660","8405","1208","13647","1627","8708","1130","9983","1188","12959","1402","8361","1168","7967","1307","8489","1297",
"5001600US0621","Congressional District 21 (116th Congress), California","713625","16164","375964","9984","28400","2791","27381","3051","34234","3122","16972","1929","12022","1495","6874","1360","7115","1572","20176","2475","30310","2459","32866","2313","28629","2628","26358","2860","22250","2019","20612","2168","19031","2135","5626","1442","7468","1311","5604","1247","5304","1009","7364","1334","4111","984","4170","1005","3087","773","337661","9286","29805","2659","30750","3078","30478","3091","16788","2183","9227","1127","6413","1403","5091","1363","15376","1871","23347","2070","23137","1745","24458","2285","21329","2389","19514","2064","15625","1828","16767","1651","5664","1261","8918","1388","4594","958","6343","1451","8504","1339","5527","1122","5762","1409","4244","976",
"5001600US0622","Congressional District 22 (116th Congress), California","771095","14653","377846","8671","31749","2435","33406","3009","31314","2729","18275","1649","11228","1225","5031","1241","6740","1698","14217","1877","28775","2758","27788","1724","25789","2830","20578","2685","20844","1678","21104","1648","19173","1843","8031","1480","10812","1449","6355","1139","8650","1277","11108","1275","7342","1147","4572","836","4965","1061","393249","8622","28724","2019","29471","2924","30265","2735","17907","1345","10912","1376","5662","1346","5594","1439","15515","1993","30388","2129","27734","2149","25448","2687","22233","2607","23681","1698","23124","1527","20112","1722","8282","1351","11846","1461","6992","1093","10798","1415","15143","1621","7895","1244","6712","1004","8811","1345",
"5001600US0623","Congressional District 23 (116th Congress), California","747852","14607","380613","8279","26993","2931","24430","2776","35811","3258","18134","1778","9191","1432","4260","1308","4981","1429","14337","2248","32191","2426","25075","1959","26069","2834","22930","2804","22981","2048","21414","1469","24768","2723","8650","1371","11879","1548","8343","1436","8133","1295","12376","1564","7666","1197","5642","1206","4359","947","367239","8957","24448","2596","26260","2660","30084","3390","15824","1837","9196","1440","3428","1172","4285","1167","13901","1799","28965","2352","24812","1565","23716","2129","21059","2515","20535","2114","22216","1608","23182","2427","9006","1374","14262","1627","7148","1318","8724","1500","12931","1693","8926","1082","7213","1350","7118","1252",
"5001600US0624","Congressional District 24 (116th Congress), California","738707","1684","371237","1571","21150","512","21672","1938","21218","1958","12502","550","17213","754","8175","1785","10631","1962","23145","2663","26871","732","23685","825","22194","1912","20532","1847","20830","797","19711","656","20449","1482","8767","1280","14395","1757","8493","1392","9399","1437","17094","1602","10355","1249","6371","941","6385","1169","367470","1679","19780","460","18074","1964","23591","1977","12209","468","18866","1401","9043","1838","8194","1752","19448","1926","22614","506","20421","515","21134","2008","18834","2127","19131","667","20103","649","24381","1930","9346","1442","12935","1428","8143","1173","14163","1621","16617","1639","11958","1317","8650","1242","9835","1389",
"5001600US0625","Congressional District 25 (116th Congress), California","716257","11777","352672","8444","23715","2895","22521","2389","30892","3000","17997","2452","9695","1398","4453","1068","3556","1100","14596","1876","22727","2633","22034","2513","22299","2453","21404","2244","24498","2255","24078","2253","25703","2433","9309","1282","12185","1716","7705","1454","9627","1228","9920","1599","8016","1337","3249","753","2493","687","363585","8140","25726","2933","21843","2425","25983","2466","15399","1840","8587","1652","5521","1172","4847","1357","13303","1674","24154","2556","21074","2284","22729","2305","22737","2461","25416","2186","25578","2247","26344","2315","10079","1682","11486","1440","7060","1414","11150","1412","12552","1499","10285","1998","5425","1353","6307","1240",
"5001600US0626","Congressional District 26 (116th Congress), California","728927","4075","362214","2343","21761","1161","24767","2367","25956","2229","14741","606","10005","714","5366","1092","4744","1055","15049","1314","26769","1146","24363","858","23242","2311","22362","2112","22188","1119","23813","967","25654","1806","9019","1523","11638","1318","7384","1134","10084","1082","13124","1440","9277","1104","4825","909","6083","1009","366713","2950","20861","941","23581","1917","23257","1945","14829","754","9575","648","6086","1311","3518","904","14689","1431","24530","975","23311","1016","23082","1687","22358","1764","24142","904","22956","1050","26010","1688","9767","1496","13281","1522","9263","1341","10193","1365","13615","1385","9098","1313","8381","1341","10330","1734",
"5001600US0627","Congressional District 27 (116th Congress), California","705509","8779","339827","6429","19595","2045","17558","1997","20646","2573","13714","1620","7867","1198","4557","1188","2510","833","11069","1563","26735","2904","25363","3066","22325","2429","19711","2014","23812","2457","23942","2190","24817","2366","8101","1323","11963","1492","6303","921","10955","1466","13911","1694","9543","1324","7068","1219","7762","1240","365682","7200","19135","2121","15864","2008","19269","2110","12784","1749","7660","1141","3785","1046","3533","1010","12675","1575","25857","2950","23181","2267","22919","2147","25261","2256","27235","2399","26215","2274","24938","1901","10308","1512","13548","1652","9870","1389","12168","1390","15606","1768","11275","1795","9409","1507","13187","1971",
"5001600US0628","Congressional District 28 (116th Congress), California","709450","16156","348013","9145","15203","2334","15770","2011","13974","2104","8685","1769","4150","975","3125","1050","2651","793","12691","1903","32070","3462","33689","2937","30348","3320","24990","2828","28756","3196","27682","2555","25084","2565","9545","1594","12858","1791","5920","1509","9444","1515","11378","1540","7950","1352","5351","1264","6699","1425","361437","10320","14137","2057","15089","1999","16417","2367","9652","1603","6475","1450","3913","1049","3089","897","13301","2169","31929","3355","35446","2767","26414","2794","22292","2128","27034","2502","25036","2462","25686","2414","9444","1379","12089","1680","6722","1438","10523","1392","16014","2403","12034","1803","9721","1408","8980","1554",
"5001600US0629","Congressional District 29 (116th Congress), California","707741","17829","355538","10734","23067","2809","21384","2921","25086","2214","14603","1578","10835","1424","5119","1194","5796","1234","16539","1974","30051","2831","31297","2831","27273","2996","21230","2545","24939","2315","23891","2181","20899","1956","7024","1212","11562","1654","5972","1137","7696","1248","7829","1113","5828","1089","4725","1026","2893","822","352203","9818","20676","2460","20074","2232","21525","2374","13891","1854","8440","1311","5399","1165","4257","1027","16395","1913","29846","2630","25998","2683","25594","2055","24100","2125","21756","2184","24160","2135","24248","2285","7401","1406","11018","1626","6196","1173","9307","1324","11096","1412","7023","1259","7786","1433","6017","1230",
"5001600US0630","Congressional District 30 (116th Congress), California","766513","21466","375891","12660","21290","2726","20906","2822","20385","2666","13404","1722","10039","1735","5681","1456","5804","1585","15938","1996","30162","3381","27351","2691","29422","2880","22982","2685","28146","3203","24972","2695","25915","2451","9257","1353","13031","1353","7316","1302","10106","1486","11549","1602","9747","1643","6127","981","6361","1118","390622","11506","22483","2859","18300","2444","19957","2741","12097","2034","7360","1576","3951","931","4410","1128","16416","2482","30868","2843","27139","2713","27918","2657","28341","2565","26194","2649","26265","2691","29108","2258","9181","1506","12719","1697","9208","1447","11876","1667","17155","1920","10687","1164","7469","1189","11520","1690",
"5001600US0631","Congressional District 31 (116th Congress), California","751527","11068","368078","8163","27134","2889","26217","2727","31450","3062","16193","1883","10598","1507","4680","1202","5252","1316","17119","1855","31480","3225","29058","2229","27017","2782","22267","3084","20249","2395","20866","2041","22553","2274","7509","1465","9005","1404","5615","1188","9226","1399","10423","1484","6037","1135","4922","1327","3208","757","383449","7961","26654","2790","24169","2690","27853","3109","18198","2109","11422","1325","4743","1175","6790","1540","17495","2029","29724","2699","27560","2928","27470","2200","20319","2198","25633","2332","21998","1994","23951","2822","8373","1533","12142","1800","7456","1198","10674","1621","11582","1367","8076","1478","5174","1144","5993","1225",
"5001600US0632","Congressional District 32 (116th Congress), California","716199","11402","348260","7214","22220","2280","21091","2178","24640","2462","13642","1865","9868","1533","5178","1026","5131","1186","16053","1886","27693","2686","23668","2115","23763","2243","23474","2282","25179","1994","24138","2337","22057","2198","7975","1357","12128","1505","5848","1025","8279","1245","10504","1258","7316","1479","4816","1033","3599","920","367939","7905","18955","2728","20860","2512","24478","2319","15453","2434","10927","1530","6744","1268","5659","1250","16541","1868","27253","2331","23081","2088","22752","2341","24262","2041","24038","2504","23988","2038","22712","1619","9939","1468","14095","1664","7379","1218","9164","1398","14723","1771","9563","1640","7468","1106","7905","1226",
